Period,EnergyValue
1900-01-01 00:00:00,458.2892983265284
1900-01-01 00:15:00,418.2477371510287
1900-01-01 00:30:00,438.63086601594705
1900-01-01 00:45:00,422.68011212230556
1900-01-01 01:00:00,398.92264251658446
1900-01-01 01:15:00,424.62488379085977
1900-01-01 01:30:00,460.61890593733295
1900-01-01 01:45:00,474.2803354983579
1900-01-01 02:00:00,473.89059851377846
1900-01-01 02:15:00,505.66795500401184
1900-01-01 02:30:00,556.5488570458717
1900-01-01 02:45:00,567.7461714880078
1900-01-01 03:00:00,624.4532182797459
1900-01-01 03:15:00,588.667862042326
1900-01-01 03:30:00,613.9827210336601
1900-01-01 03:45:00,612.5231832754878
1900-01-01 04:00:00,647.4686782370467
1900-01-01 04:15:00,657.199356508192
1900-01-01 04:30:00,692.4453895177528
1900-01-01 04:45:00,681.393492082148
1900-01-01 05:00:00,689.266984873622
1900-01-01 05:15:00,696.2183611330331
1900-01-01 05:30:00,758.0558711433397
1900-01-01 05:45:00,822.5528273118135
1900-01-01 06:00:00,850.3508088197133
1900-01-01 06:15:00,787.1876561731441
1900-01-01 06:30:00,745.548281683097
1900-01-01 06:45:00,780.8578409581139
1900-01-01 07:00:00,743.2113129536441
1900-01-01 07:15:00,702.2905932285545
1900-01-01 07:30:00,665.9017859984806
1900-01-01 07:45:00,580.438712375246
1900-01-01 08:00:00,578.0989263169637
1900-01-01 08:15:00,551.1626337427988
1900-01-01 08:30:00,498.1436589865052
1900-01-01 08:45:00,486.35943796076066
1900-01-01 09:00:00,459.65194121109556
1900-01-01 09:15:00,441.8696492557528
1900-01-01 09:30:00,471.00585716010306
1900-01-01 09:45:00,444.97841134424846
1900-01-01 10:00:00,462.93231847004364
1900-01-01 10:15:00,451.3771363813332
1900-01-01 10:30:00,451.28089774908653
1900-01-01 10:45:00,469.0406523637694
1900-01-01 11:00:00,444.212336315018
1900-01-01 11:15:00,471.8229282617273
1900-01-01 11:30:00,477.1922751812296
1900-01-01 11:45:00,492.3839231460397
1900-01-01 12:00:00,545.9919315336673
1900-01-01 12:15:00,500.8054317079967
1900-01-01 12:30:00,490.5834546194912
1900-01-01 12:45:00,474.99460037373404
1900-01-01 13:00:00,439.00179868266474
1900-01-01 13:15:00,438.15419766120533
1900-01-01 13:30:00,477.15832387387536
1900-01-01 13:45:00,441.977192445491
1900-01-01 14:00:00,458.0924311716402
1900-01-01 14:15:00,465.06285182970555
1900-01-01 14:30:00,445.83041133735196
1900-01-01 14:45:00,449.13999759382585
1900-01-01 15:00:00,447.7506292779552
1900-01-01 15:15:00,466.509478844025
1900-01-01 15:30:00,488.0768161956982
1900-01-01 15:45:00,475.5734233293356
1900-01-01 16:00:00,501.17515733597054
1900-01-01 16:15:00,564.0389504562123
1900-01-01 16:30:00,590.3505793468474
1900-01-01 16:45:00,666.4393474048031
1900-01-01 17:00:00,677.062794274016
1900-01-01 17:15:00,722.5165348585072
1900-01-01 17:30:00,773.5966171595198
1900-01-01 17:45:00,805.8735947754292
1900-01-01 18:00:00,812.2968440735627
1900-01-01 18:15:00,786.9019530832156
1900-01-01 18:30:00,785.8379777047845
1900-01-01 18:45:00,711.0187155106381
1900-01-01 19:00:00,757.6303122547604
1900-01-01 19:15:00,719.9738834824399
1900-01-01 19:30:00,704.7678400891939
1900-01-01 19:45:00,726.3374133506494
1900-01-01 20:00:00,740.6192484443691
1900-01-01 20:15:00,709.984359581482
1900-01-01 20:30:00,673.5456122249437
1900-01-01 20:45:00,681.7073362629746
1900-01-01 21:00:00,659.7384490678145
1900-01-01 21:15:00,642.9036595145506
1900-01-01 21:30:00,642.7250116126422
1900-01-01 21:45:00,594.8338468335145
1900-01-01 22:00:00,592.109755861668
1900-01-01 22:15:00,563.9794789111761
1900-01-01 22:30:00,533.2283084445061
1900-01-01 22:45:00,537.4423862485924
1900-01-01 23:00:00,510.11448621619195
