Period,EnergyValue
1900-01-01 00:00:00,436.0960318411146
1900-01-01 00:15:00,434.8217699589377
1900-01-01 00:30:00,401.83743507268997
1900-01-01 00:45:00,410.17972475933067
1900-01-01 01:00:00,421.9127913832968
1900-01-01 01:15:00,443.7556496226508
1900-01-01 01:30:00,434.3361948946268
1900-01-01 01:45:00,436.5942142549715
1900-01-01 02:00:00,472.23065410239184
1900-01-01 02:15:00,531.7810894394339
1900-01-01 02:30:00,532.7610528331589
1900-01-01 02:45:00,571.5601006166422
1900-01-01 03:00:00,570.7878832188247
1900-01-01 03:15:00,608.5371680859704
1900-01-01 03:30:00,605.7115893958519
1900-01-01 03:45:00,610.4569318834348
1900-01-01 04:00:00,621.990373801375
1900-01-01 04:15:00,691.6835771690803
1900-01-01 04:30:00,706.5120330496878
1900-01-01 04:45:00,695.266441217615
1900-01-01 05:00:00,670.5104434089316
1900-01-01 05:15:00,718.1939500852337
1900-01-01 05:30:00,760.2659214498193
1900-01-01 05:45:00,759.9605582411582
1900-01-01 06:00:00,809.7084208034538
1900-01-01 06:15:00,776.9893808569765
1900-01-01 06:30:00,784.8925570861422
1900-01-01 06:45:00,773.8239304517749
1900-01-01 07:00:00,689.0996847942087
1900-01-01 07:15:00,678.537361820307
1900-01-01 07:30:00,666.9026828855095
1900-01-01 07:45:00,613.5881964190315
1900-01-01 08:00:00,563.2862800595532
1900-01-01 08:15:00,531.4104230846325
1900-01-01 08:30:00,493.741210723178
1900-01-01 08:45:00,480.4753863768754
1900-01-01 09:00:00,478.86621453623655
1900-01-01 09:15:00,479.10880586983
1900-01-01 09:30:00,469.548874035833
1900-01-01 09:45:00,448.1595046081638
1900-01-01 10:00:00,436.8172997528278
1900-01-01 10:15:00,465.65369402332544
1900-01-01 10:30:00,460.1400886770774
1900-01-01 10:45:00,474.072082233257
1900-01-01 11:00:00,473.9984295404899
1900-01-01 11:15:00,463.3891770277178
1900-01-01 11:30:00,511.31426281639057
1900-01-01 11:45:00,485.97561226905657
1900-01-01 12:00:00,529.696026599863
1900-01-01 12:15:00,484.77893527944065
1900-01-01 12:30:00,500.4299310015437
1900-01-01 12:45:00,463.5979038821631
1900-01-01 13:00:00,479.3635890228003
1900-01-01 13:15:00,462.3482001935692
1900-01-01 13:30:00,463.5453080935581
1900-01-01 13:45:00,455.7560183122145
1900-01-01 14:00:00,474.43371881689865
1900-01-01 14:15:00,467.45603090302546
1900-01-01 14:30:00,438.8673297243843
1900-01-01 14:45:00,439.5864428174603
1900-01-01 15:00:00,433.46772140060625
1900-01-01 15:15:00,461.9938127191223
1900-01-01 15:30:00,492.92318073039866
1900-01-01 15:45:00,475.1557262010801
1900-01-01 16:00:00,484.01944338366314
1900-01-01 16:15:00,577.6994717784718
1900-01-01 16:30:00,611.5405610878661
1900-01-01 16:45:00,657.8766507848154
1900-01-01 17:00:00,672.6630192204966
1900-01-01 17:15:00,701.8046022197897
1900-01-01 17:30:00,759.4657456804835
1900-01-01 17:45:00,761.5215701438924
1900-01-01 18:00:00,806.3508129710202
1900-01-01 18:15:00,761.468207872185
1900-01-01 18:30:00,730.2465829774021
1900-01-01 18:45:00,780.4574777341346
1900-01-01 19:00:00,701.8454133068822
1900-01-01 19:15:00,747.0802044421785
1900-01-01 19:30:00,685.3402308194186
1900-01-01 19:45:00,700.1798899771085
1900-01-01 20:00:00,714.8787258404635
1900-01-01 20:15:00,687.0868098829833
1900-01-01 20:30:00,726.1711226920389
1900-01-01 20:45:00,652.2954833591207
1900-01-01 21:00:00,679.4212441292158
1900-01-01 21:15:00,625.4844802474382
1900-01-01 21:30:00,642.1956510678618
1900-01-01 21:45:00,611.4505396763234
1900-01-01 22:00:00,617.2498413529722
1900-01-01 22:15:00,580.2986320132816
1900-01-01 22:30:00,523.3091280398033
1900-01-01 22:45:00,504.8350816238654
1900-01-01 23:00:00,499.8658328146931
