Period,EnergyValue
1900-01-01 00:00:00,458.92988242677507
1900-01-01 00:15:00,414.35922514430035
1900-01-01 00:30:00,410.9244067563692
1900-01-01 00:45:00,409.70743075304694
1900-01-01 01:00:00,410.73313548294595
1900-01-01 01:15:00,409.6993479994981
1900-01-01 01:30:00,445.16756653984595
1900-01-01 01:45:00,453.2617426255422
1900-01-01 02:00:00,473.5310386661782
1900-01-01 02:15:00,521.3375959930254
1900-01-01 02:30:00,541.8645636753124
1900-01-01 02:45:00,549.5606113466615
1900-01-01 03:00:00,616.2327340650664
1900-01-01 03:15:00,619.0082108472579
1900-01-01 03:30:00,619.3577759072773
1900-01-01 03:45:00,657.071422629314
1900-01-01 04:00:00,632.9194328708408
1900-01-01 04:15:00,634.0639360350419
1900-01-01 04:30:00,701.5785127312598
1900-01-01 04:45:00,707.229971241854
1900-01-01 05:00:00,684.0427477711594
1900-01-01 05:15:00,698.9901777134439
1900-01-01 05:30:00,774.4055649397311
1900-01-01 05:45:00,791.1237969956813
1900-01-01 06:00:00,831.3777881158338
1900-01-01 06:15:00,750.2412855351629
1900-01-01 06:30:00,754.4353300787516
1900-01-01 06:45:00,766.2639518458711
1900-01-01 07:00:00,721.0397474606588
1900-01-01 07:15:00,697.0102200503825
1900-01-01 07:30:00,650.5886337681882
1900-01-01 07:45:00,620.4665535372774
1900-01-01 08:00:00,568.3512363838145
1900-01-01 08:15:00,515.2258595880091
1900-01-01 08:30:00,511.7485744672168
1900-01-01 08:45:00,497.12606525325515
1900-01-01 09:00:00,468.51890868436755
1900-01-01 09:15:00,459.74517409875136
1900-01-01 09:30:00,453.08243235508826
1900-01-01 09:45:00,460.48028834916187
1900-01-01 10:00:00,432.0125747704065
1900-01-01 10:15:00,432.7933354255791
1900-01-01 10:30:00,451.5465374970869
1900-01-01 10:45:00,460.6268971581433
1900-01-01 11:00:00,444.72054305047146
1900-01-01 11:15:00,504.55985237958157
1900-01-01 11:30:00,486.18082165564283
1900-01-01 11:45:00,522.3530792008971
1900-01-01 12:00:00,503.8912145488984
1900-01-01 12:15:00,525.7093614862632
1900-01-01 12:30:00,481.9114028765465
1900-01-01 12:45:00,474.89859756470673
1900-01-01 13:00:00,458.07571404888876
1900-01-01 13:15:00,470.2544680868649
1900-01-01 13:30:00,452.5655623151103
1900-01-01 13:45:00,471.057450560679
1900-01-01 14:00:00,456.2518178748877
1900-01-01 14:15:00,451.60432307211533
1900-01-01 14:30:00,474.6908783065415
1900-01-01 14:45:00,432.85497965704707
1900-01-01 15:00:00,466.4497619314215
1900-01-01 15:15:00,461.87238366246794
1900-01-01 15:30:00,457.1635348708724
1900-01-01 15:45:00,478.1808443364205
1900-01-01 16:00:00,502.05877823261216
1900-01-01 16:15:00,558.4471192752208
1900-01-01 16:30:00,604.21029674546
1900-01-01 16:45:00,637.3148483856181
1900-01-01 17:00:00,724.9263919650936
1900-01-01 17:15:00,704.4037410711417
1900-01-01 17:30:00,768.5915523064921
1900-01-01 17:45:00,740.4755081077686
1900-01-01 18:00:00,781.4409288918526
1900-01-01 18:15:00,797.3602336301872
1900-01-01 18:30:00,757.0260002757549
1900-01-01 18:45:00,711.3529944677476
1900-01-01 19:00:00,751.0255811440433
1900-01-01 19:15:00,727.5485807021093
1900-01-01 19:30:00,711.9598714312756
1900-01-01 19:45:00,702.4934166660155
1900-01-01 20:00:00,712.4653926042296
1900-01-01 20:15:00,705.1496653535692
1900-01-01 20:30:00,719.6488363172037
1900-01-01 20:45:00,702.5807067874748
1900-01-01 21:00:00,672.6948894759914
1900-01-01 21:15:00,673.1921325966262
1900-01-01 21:30:00,612.4680486624311
1900-01-01 21:45:00,616.6168578485106
1900-01-01 22:00:00,606.3004122651772
1900-01-01 22:15:00,542.3778213826342
1900-01-01 22:30:00,536.3546158208815
1900-01-01 22:45:00,495.21716984571594
1900-01-01 23:00:00,504.5137152977032
