Period,EnergyValue
1900-01-01 00:00:00,434.24050700090567
1900-01-01 00:15:00,434.3186637030342
1900-01-01 00:30:00,435.06720584906066
1900-01-01 00:45:00,422.52597292740336
1900-01-01 01:00:00,407.1684840168278
1900-01-01 01:15:00,428.74485165139987
1900-01-01 01:30:00,439.0576449199064
1900-01-01 01:45:00,470.7729593508433
1900-01-01 02:00:00,460.5657591450846
1900-01-01 02:15:00,506.81940439840787
1900-01-01 02:30:00,526.1856196950474
1900-01-01 02:45:00,560.0894433944253
1900-01-01 03:00:00,579.0412344548484
1900-01-01 03:15:00,594.8072107990507
1900-01-01 03:30:00,650.5373428448149
1900-01-01 03:45:00,638.3085263903323
1900-01-01 04:00:00,645.0755675787095
1900-01-01 04:15:00,653.8226286640399
1900-01-01 04:30:00,707.695542840419
1900-01-01 04:45:00,685.9456308346313
1900-01-01 05:00:00,723.2367230362511
1900-01-01 05:15:00,702.4062593136812
1900-01-01 05:30:00,752.3882560564454
1900-01-01 05:45:00,760.6042364952941
1900-01-01 06:00:00,813.8829569422003
1900-01-01 06:15:00,784.9062941916208
1900-01-01 06:30:00,731.6778863537037
1900-01-01 06:45:00,714.147639947294
1900-01-01 07:00:00,740.3809422315732
1900-01-01 07:15:00,693.1994359888085
1900-01-01 07:30:00,634.4007842930928
1900-01-01 07:45:00,579.8317689811388
1900-01-01 08:00:00,562.509871397771
1900-01-01 08:15:00,526.1835241033369
1900-01-01 08:30:00,511.1372145755091
1900-01-01 08:45:00,506.0223720492198
1900-01-01 09:00:00,446.32354697784376
1900-01-01 09:15:00,460.8511521009723
1900-01-01 09:30:00,436.0515168439591
1900-01-01 09:45:00,456.51419449207566
1900-01-01 10:00:00,457.5839493006168
1900-01-01 10:15:00,439.6107905847925
1900-01-01 10:30:00,448.65120033668813
1900-01-01 10:45:00,450.02454451828976
1900-01-01 11:00:00,469.41393387418975
1900-01-01 11:15:00,504.54129538568594
1900-01-01 11:30:00,493.5708742670431
1900-01-01 11:45:00,505.39107633185904
1900-01-01 12:00:00,521.7343888663402
1900-01-01 12:15:00,495.28995857982983
1900-01-01 12:30:00,514.1970825989636
1900-01-01 12:45:00,478.5039862782287
1900-01-01 13:00:00,478.6117458605199
1900-01-01 13:15:00,444.98469645573545
1900-01-01 13:30:00,466.4134763874149
1900-01-01 13:45:00,444.5000329009216
1900-01-01 14:00:00,464.2114284682348
1900-01-01 14:15:00,433.015978849728
1900-01-01 14:30:00,471.84616407916354
1900-01-01 14:45:00,445.2091201944709
1900-01-01 15:00:00,448.85939855626
1900-01-01 15:15:00,458.7931069010569
1900-01-01 15:30:00,492.80500897535444
1900-01-01 15:45:00,510.5087569705764
1900-01-01 16:00:00,485.9007944435243
1900-01-01 16:15:00,581.5283943013915
1900-01-01 16:30:00,597.1860192828058
1900-01-01 16:45:00,675.4189896940868
1900-01-01 17:00:00,717.1819292963912
1900-01-01 17:15:00,702.0788336993681
1900-01-01 17:30:00,719.4608423668011
1900-01-01 17:45:00,759.9158835180607
1900-01-01 18:00:00,756.4495231629235
1900-01-01 18:15:00,763.8148499465658
1900-01-01 18:30:00,768.2946582258173
1900-01-01 18:45:00,727.1925863623392
1900-01-01 19:00:00,741.302828295091
1900-01-01 19:15:00,749.6341361848399
1900-01-01 19:30:00,710.6302281972745
1900-01-01 19:45:00,700.8819852382551
1900-01-01 20:00:00,693.5242609892662
1900-01-01 20:15:00,681.006172184632
1900-01-01 20:30:00,704.8470785776454
1900-01-01 20:45:00,696.9024250727542
1900-01-01 21:00:00,704.0869889336916
1900-01-01 21:15:00,665.6301112470964
1900-01-01 21:30:00,660.823232926978
1900-01-01 21:45:00,619.6843589067929
1900-01-01 22:00:00,573.0440962222145
1900-01-01 22:15:00,537.7946061311735
1900-01-01 22:30:00,527.0624893291339
1900-01-01 22:45:00,491.7835861710865
1900-01-01 23:00:00,499.1930518080589
