Period,EnergyValue
1900-01-01 00:00:00,423.90907381863974
1900-01-01 00:15:00,446.9021278355656
1900-01-01 00:30:00,422.08572547594315
1900-01-01 00:45:00,430.56684219241873
1900-01-01 01:00:00,389.4487368538681
1900-01-01 01:15:00,403.3224522143827
1900-01-01 01:30:00,458.3271298009451
1900-01-01 01:45:00,436.79100302518856
1900-01-01 02:00:00,496.8395047612791
1900-01-01 02:15:00,490.79755340171795
1900-01-01 02:30:00,526.3122552291378
1900-01-01 02:45:00,578.2241217902057
1900-01-01 03:00:00,621.2278559395796
1900-01-01 03:15:00,608.6631175804569
1900-01-01 03:30:00,647.2033886285876
1900-01-01 03:45:00,628.05377312889
1900-01-01 04:00:00,680.7590992561805
1900-01-01 04:15:00,695.6547946245095
1900-01-01 04:30:00,651.3621468893363
1900-01-01 04:45:00,671.7535826257181
1900-01-01 05:00:00,670.081843671331
1900-01-01 05:15:00,744.4039075912409
1900-01-01 05:30:00,777.4780049154386
1900-01-01 05:45:00,771.1090209063606
1900-01-01 06:00:00,774.579298653598
1900-01-01 06:15:00,774.7761992177335
1900-01-01 06:30:00,780.1880946826005
1900-01-01 06:45:00,714.6786723963559
1900-01-01 07:00:00,716.848787251859
1900-01-01 07:15:00,699.2223331704135
1900-01-01 07:30:00,631.1583220137837
1900-01-01 07:45:00,580.7910269571623
1900-01-01 08:00:00,532.9563888715467
1900-01-01 08:15:00,518.8684850994935
1900-01-01 08:30:00,531.6599636094872
1900-01-01 08:45:00,504.93992093133136
1900-01-01 09:00:00,477.7603544513347
1900-01-01 09:15:00,456.14092288760065
1900-01-01 09:30:00,440.4967380216498
1900-01-01 09:45:00,440.9664056269501
1900-01-01 10:00:00,445.3610526620817
1900-01-01 10:15:00,473.7639626155085
1900-01-01 10:30:00,463.0285202013835
1900-01-01 10:45:00,482.9987126068943
1900-01-01 11:00:00,468.41692754518084
1900-01-01 11:15:00,493.91657086644125
1900-01-01 11:30:00,505.0886774773935
1900-01-01 11:45:00,535.0596298421518
1900-01-01 12:00:00,549.459917548428
1900-01-01 12:15:00,507.93559931789775
1900-01-01 12:30:00,497.3379967629433
1900-01-01 12:45:00,461.99548599219065
1900-01-01 13:00:00,446.09615175325666
1900-01-01 13:15:00,463.9851255541243
1900-01-01 13:30:00,450.7655840627408
1900-01-01 13:45:00,461.5787227633289
1900-01-01 14:00:00,453.52667505842516
1900-01-01 14:15:00,461.0590239651109
1900-01-01 14:30:00,465.54221674436747
1900-01-01 14:45:00,467.77020001438046
1900-01-01 15:00:00,466.20554709836324
1900-01-01 15:15:00,465.3720377574329
1900-01-01 15:30:00,500.5969433236113
1900-01-01 15:45:00,482.36130697465774
1900-01-01 16:00:00,519.7482220706728
1900-01-01 16:15:00,580.2051618946573
1900-01-01 16:30:00,594.9975563265889
1900-01-01 16:45:00,649.9467601807205
1900-01-01 17:00:00,710.3171222237924
1900-01-01 17:15:00,704.7171650784616
1900-01-01 17:30:00,713.5057229720757
1900-01-01 17:45:00,802.7685547903311
1900-01-01 18:00:00,758.7058790546118
1900-01-01 18:15:00,773.3946236083323
1900-01-01 18:30:00,766.8293794348784
1900-01-01 18:45:00,709.2677130661326
1900-01-01 19:00:00,753.0877710796
1900-01-01 19:15:00,734.9712610339855
1900-01-01 19:30:00,715.1893650216208
1900-01-01 19:45:00,719.2302797552151
1900-01-01 20:00:00,681.0575157809408
1900-01-01 20:15:00,726.7046799285845
1900-01-01 20:30:00,705.862318646614
1900-01-01 20:45:00,702.0802240947847
1900-01-01 21:00:00,672.9950058060285
1900-01-01 21:15:00,669.6360495526601
1900-01-01 21:30:00,616.7046367950585
1900-01-01 21:45:00,623.3401801279566
1900-01-01 22:00:00,585.3807013752444
1900-01-01 22:15:00,545.1079486490954
1900-01-01 22:30:00,514.0332067523221
1900-01-01 22:45:00,513.951343009354
1900-01-01 23:00:00,517.1935524282384
