Period,EnergyValue
1900-01-01 00:00:00,450.5991044906943
1900-01-01 00:15:00,442.7678388251149
1900-01-01 00:30:00,422.7877590101983
1900-01-01 00:45:00,423.6216200461348
1900-01-01 01:00:00,397.1614962029886
1900-01-01 01:15:00,416.8425844418818
1900-01-01 01:30:00,419.39036170105436
1900-01-01 01:45:00,440.38052444712736
1900-01-01 02:00:00,488.7017081042874
1900-01-01 02:15:00,510.9673490615343
1900-01-01 02:30:00,525.8831748778767
1900-01-01 02:45:00,587.1764737780982
1900-01-01 03:00:00,606.6355427218421
1900-01-01 03:15:00,628.846825742245
1900-01-01 03:30:00,615.923172246429
1900-01-01 03:45:00,608.8129142367158
1900-01-01 04:00:00,641.7606109821121
1900-01-01 04:15:00,662.3432327475123
1900-01-01 04:30:00,707.9756435238903
1900-01-01 04:45:00,708.95944789479
1900-01-01 05:00:00,720.1302154548055
1900-01-01 05:15:00,764.6702394771628
1900-01-01 05:30:00,789.148360865404
1900-01-01 05:45:00,782.1302359471681
1900-01-01 06:00:00,828.8735858287837
1900-01-01 06:15:00,801.1664936928878
1900-01-01 06:30:00,730.7516283590066
1900-01-01 06:45:00,756.7216953089726
1900-01-01 07:00:00,692.2380283181758
1900-01-01 07:15:00,658.0789530321636
1900-01-01 07:30:00,652.9866121502345
1900-01-01 07:45:00,582.4709541822943
1900-01-01 08:00:00,540.292185655862
1900-01-01 08:15:00,544.4987854848432
1900-01-01 08:30:00,495.3496997165991
1900-01-01 08:45:00,498.77509380414006
1900-01-01 09:00:00,468.1091992707373
1900-01-01 09:15:00,459.12115654619663
1900-01-01 09:30:00,460.75650046860386
1900-01-01 09:45:00,456.14358666538743
1900-01-01 10:00:00,448.123277368717
1900-01-01 10:15:00,442.99091026401305
1900-01-01 10:30:00,436.9113935066326
1900-01-01 10:45:00,469.68149974303174
1900-01-01 11:00:00,483.9725097317742
1900-01-01 11:15:00,497.09091342562596
1900-01-01 11:30:00,519.3919617533282
1900-01-01 11:45:00,513.514084733652
1900-01-01 12:00:00,549.0931897277685
1900-01-01 12:15:00,498.4123174350156
1900-01-01 12:30:00,489.75236246727457
1900-01-01 12:45:00,478.26832763612447
1900-01-01 13:00:00,464.27822175462865
1900-01-01 13:15:00,462.05926607352177
1900-01-01 13:30:00,460.012434981951
1900-01-01 13:45:00,473.8723302442701
1900-01-01 14:00:00,432.7323511576439
1900-01-01 14:15:00,439.5747914458035
1900-01-01 14:30:00,467.1800637011082
1900-01-01 14:45:00,435.9177469698482
1900-01-01 15:00:00,448.54013494266405
1900-01-01 15:15:00,465.69289660707125
1900-01-01 15:30:00,489.5089037765158
1900-01-01 15:45:00,477.1406944301769
1900-01-01 16:00:00,512.2881342130031
1900-01-01 16:15:00,532.1518837451165
1900-01-01 16:30:00,609.489611395757
1900-01-01 16:45:00,643.218661408955
1900-01-01 17:00:00,708.1003333510988
1900-01-01 17:15:00,752.0535653630843
1900-01-01 17:30:00,741.0080119437016
1900-01-01 17:45:00,759.0796079592482
1900-01-01 18:00:00,826.2397370817364
1900-01-01 18:15:00,780.1850433196362
1900-01-01 18:30:00,745.2645214641879
1900-01-01 18:45:00,745.9695031489167
1900-01-01 19:00:00,697.5043204743604
1900-01-01 19:15:00,726.4538058460003
1900-01-01 19:30:00,688.9724235004703
1900-01-01 19:45:00,688.6220121634715
1900-01-01 20:00:00,739.6106648648445
1900-01-01 20:15:00,698.9071424745324
1900-01-01 20:30:00,679.5292385425602
1900-01-01 20:45:00,707.267270317545
1900-01-01 21:00:00,692.4828364243463
1900-01-01 21:15:00,676.7133131262087
1900-01-01 21:30:00,612.4769096688431
1900-01-01 21:45:00,602.5901328078535
1900-01-01 22:00:00,582.695458430446
1900-01-01 22:15:00,575.3745414435584
1900-01-01 22:30:00,559.7074232836278
1900-01-01 22:45:00,536.495273500402
1900-01-01 23:00:00,513.0234265081261
