GlobalTime;Energy Total
20.09.2010 00:15;2309.6053423848325
20.09.2010 00:30;2539.666709790747
20.09.2010 00:45;2404.4605134847693
20.09.2010 01:00;2346.864445435229
20.09.2010 01:15;2508.7775409113747
20.09.2010 01:30;2496.9260728471168
20.09.2010 01:45;2349.463997829348
20.09.2010 02:00;2330.4417371690274
20.09.2010 02:15;2465.314919599184
20.09.2010 02:30;2438.2052960109913
20.09.2010 02:45;2486.956673165272
20.09.2010 03:00;2533.703965679089
20.09.2010 03:15;2575.6061984356647
20.09.2010 03:30;2459.746311522257
20.09.2010 03:45;2461.3198702614154
20.09.2010 04:00;2511.6042785839377
20.09.2010 04:15;2422.7848116852706
20.09.2010 04:30;2386.1158236579263
20.09.2010 04:45;2478.227303312078
20.09.2010 05:00;2459.5492668677352
20.09.2010 05:15;2383.150172953956
20.09.2010 05:30;2537.4325565032714
20.09.2010 05:45;2600.8148527938256
20.09.2010 06:00;2502.8957128398833
20.09.2010 06:15;2590.0324617902866
20.09.2010 06:30;2584.3526698865176
20.09.2010 06:45;2468.170274525202
20.09.2010 07:00;2558.1203092505984
20.09.2010 07:15;2548.963955645739
20.09.2010 07:30;2470.660414749676
20.09.2010 07:45;2461.8715218535713
20.09.2010 08:00;2467.891058938361
20.09.2010 08:15;2470.5139963854435
20.09.2010 08:30;2561.5859596577075
20.09.2010 08:45;2342.492454561334
20.09.2010 09:00;2406.498199677384
20.09.2010 09:15;2442.0789525210853
20.09.2010 09:30;2531.6835222476525
20.09.2010 09:45;2295.2040304152347
20.09.2010 10:00;2274.948946219425
20.09.2010 10:15;2285.1883985536797
20.09.2010 10:30;2400.4459776643994
20.09.2010 10:45;2214.1790900137557
20.09.2010 11:00;2181.1343267386433
20.09.2010 11:15;2333.660919962505
20.09.2010 11:30;2249.7517435253326
20.09.2010 11:45;2110.4584073122705
20.09.2010 12:00;2178.3814405812564
20.09.2010 12:15;2168.255600085932
20.09.2010 12:30;2063.7473308988574
20.09.2010 12:45;2027.3144285078115
20.09.2010 13:00;2155.523779191118
20.09.2010 13:15;1974.405438503746
20.09.2010 13:30;1960.5547822237652
20.09.2010 13:45;2026.6480851674519
20.09.2010 14:00;1971.4743351384627
20.09.2010 14:15;2004.1337314453815
20.09.2010 14:30;1988.6667165904128
20.09.2010 14:45;1941.403294920682
20.09.2010 15:00;1965.4148937474781
20.09.2010 15:15;2005.2932501581545
20.09.2010 15:30;2097.330373983192
20.09.2010 15:45;1982.5708682849413
20.09.2010 16:00;2149.7709971254462
20.09.2010 16:15;2068.7753634036185
20.09.2010 16:30;2019.8923901643
20.09.2010 16:45;2112.418855795177
20.09.2010 17:00;2062.6989115163456
20.09.2010 17:15;2062.631639005536
20.09.2010 17:30;2030.5545376597345
20.09.2010 17:45;2103.941078973444
20.09.2010 18:00;2169.341773689428
20.09.2010 18:15;2256.2731005510695
20.09.2010 18:30;2125.9946675806123
20.09.2010 18:45;2111.269365209381
20.09.2010 19:00;2166.9434281784916
20.09.2010 19:15;2270.8733631339614
20.09.2010 19:30;2269.1705154828137
20.09.2010 19:45;2266.5019782527775
20.09.2010 20:00;2322.5727770444605
20.09.2010 20:15;2306.470402497074
20.09.2010 20:30;2442.8286484959317
20.09.2010 20:45;2453.218932130027
20.09.2010 21:00;2373.2387536606557
20.09.2010 21:15;2324.7549827856224
20.09.2010 21:30;2414.5384806269503
20.09.2010 21:45;2350.286733888327
20.09.2010 22:00;2365.984490161721
20.09.2010 22:15;2372.375778487968
20.09.2010 22:30;2380.113404964282
20.09.2010 22:45;2483.380354247918
20.09.2010 23:00;2474.217785867938
20.09.2010 23:15;2423.275080458032
20.09.2010 23:30;2506.03216233205
20.09.2010 23:45;2354.3510643031473
