GlobalTime;Energy Total
20.09.2010 00:15;2429.0
20.09.2010 00:30;2429.24
20.09.2010 00:45;2438.28
20.09.2010 01:00;2436.04
20.09.2010 01:15;2434.96
20.09.2010 01:30;2425.28
20.09.2010 01:45;2423.28
20.09.2010 02:00;2432.12
20.09.2010 02:15;2438.4
20.09.2010 02:30;2437.16
20.09.2010 02:45;2434.52
20.09.2010 03:00;2440.76
20.09.2010 03:15;2458.2
20.09.2010 03:30;2481.16
20.09.2010 03:45;2482.48
20.09.2010 04:00;2477.76
20.09.2010 04:15;2477.6
20.09.2010 04:30;2474.32
20.09.2010 04:45;2476.68
20.09.2010 05:00;2481.24
20.09.2010 05:15;2483.56
20.09.2010 05:30;2478.92
20.09.2010 05:45;2487.72
20.09.2010 06:00;2490.88
20.09.2010 06:15;2492.52
20.09.2010 06:30;2507.28
20.09.2010 06:45;2503.0
20.09.2010 07:00;2503.32
20.09.2010 07:15;2517.12
20.09.2010 07:30;2517.64
20.09.2010 07:45;2508.44
20.09.2010 08:00;2498.84
20.09.2010 08:15;2480.0
20.09.2010 08:30;2467.52
20.09.2010 08:45;2464.92
20.09.2010 09:00;2445.96
20.09.2010 09:15;2440.08
20.09.2010 09:30;2425.52
20.09.2010 09:45;2397.48
20.09.2010 10:00;2376.84
20.09.2010 10:15;2354.04
20.09.2010 10:30;2324.48
20.09.2010 10:45;2296.88
20.09.2010 11:00;2275.52
20.09.2010 11:15;2242.72
20.09.2010 11:30;2208.92
20.09.2010 11:45;2181.56
20.09.2010 12:00;2139.2
20.09.2010 12:15;2117.24
20.09.2010 12:30;2102.48
20.09.2010 12:45;2076.08
20.09.2010 13:00;2067.6
20.09.2010 13:15;2064.64
20.09.2010 13:30;2049.76
20.09.2010 13:45;2045.36
20.09.2010 14:00;2041.96
20.09.2010 14:15;2042.08
20.09.2010 14:30;2043.72
20.09.2010 14:45;2037.96
20.09.2010 15:00;2041.0
20.09.2010 15:15;2056.16
20.09.2010 15:30;2053.64
20.09.2010 15:45;2044.24
20.09.2010 16:00;2048.64
20.09.2010 16:15;2068.68
20.09.2010 16:30;2080.88
20.09.2010 16:45;2105.08
20.09.2010 17:00;2114.92
20.09.2010 17:15;2121.12
20.09.2010 17:30;2133.88
20.09.2010 17:45;2136.48
20.09.2010 18:00;2141.32
20.09.2010 18:15;2165.0
20.09.2010 18:30;2187.84
20.09.2010 18:45;2213.16
20.09.2010 19:00;2250.12
20.09.2010 19:15;2273.84
20.09.2010 19:30;2299.04
20.09.2010 19:45;2323.56
20.09.2010 20:00;2330.92
20.09.2010 20:15;2345.6
20.09.2010 20:30;2377.08
20.09.2010 20:45;2409.24
20.09.2010 21:00;2419.52
20.09.2010 21:15;2429.36
20.09.2010 21:30;2432.08
20.09.2010 21:45;2447.32
20.09.2010 22:00;2461.16
20.09.2010 22:15;2449.16
20.09.2010 22:30;2451.68
20.09.2010 22:45;2438.92
20.09.2010 23:00;2421.44
20.09.2010 23:15;2392.12
20.09.2010 23:30;2393.04
20.09.2010 23:45;2387.88
