GlobalTime;Energy Total
20.09.2010 00:15;2437.159632780306
20.09.2010 00:30;2475.168569522404
20.09.2010 00:45;2483.92488762893
20.09.2010 01:00;2501.129117771841
20.09.2010 01:15;2383.794093094481
20.09.2010 01:30;2502.656537297959
20.09.2010 01:45;2356.7145218389883
20.09.2010 02:00;2512.572290209212
20.09.2010 02:15;2423.1319821737466
20.09.2010 02:30;2341.5582349950796
20.09.2010 02:45;2346.567014669819
20.09.2010 03:00;2554.941369724355
20.09.2010 03:15;2444.718463026049
20.09.2010 03:30;2475.4871023849782
20.09.2010 03:45;2447.2709984068933
20.09.2010 04:00;2552.949599081485
20.09.2010 04:15;2533.022182319611
20.09.2010 04:30;2391.6808672046177
20.09.2010 04:45;2489.097042406877
20.09.2010 05:00;2457.6784785706377
20.09.2010 05:15;2513.272763393831
20.09.2010 05:30;2465.896212157464
20.09.2010 05:45;2570.4641334622406
20.09.2010 06:00;2583.5471349878
20.09.2010 06:15;2397.1787513790837
20.09.2010 06:30;2493.8079186916507
20.09.2010 06:45;2440.228118918483
20.09.2010 07:00;2574.7023405789805
20.09.2010 07:15;2546.32503881453
20.09.2010 07:30;2545.663258782918
20.09.2010 07:45;2611.8723976262163
20.09.2010 08:00;2430.5341274503335
20.09.2010 08:15;2570.0149233653774
20.09.2010 08:30;2529.5121239359896
20.09.2010 08:45;2423.4511434622827
20.09.2010 09:00;2466.841761453819
20.09.2010 09:15;2455.0981288192306
20.09.2010 09:30;2535.0329414745797
20.09.2010 09:45;2417.7910292381266
20.09.2010 10:00;2277.1697298186064
20.09.2010 10:15;2255.25975684067
20.09.2010 10:30;2313.3215304290497
20.09.2010 10:45;2317.7199301912738
20.09.2010 11:00;2228.650929031058
20.09.2010 11:15;2131.9787308744612
20.09.2010 11:30;2226.426375913692
20.09.2010 11:45;2163.933357946817
20.09.2010 12:00;2218.2890301873977
20.09.2010 12:15;2069.6969305479074
20.09.2010 12:30;2160.514637167312
20.09.2010 12:45;2151.7446786886685
20.09.2010 13:00;2109.5943265826054
20.09.2010 13:15;2015.0760679796672
20.09.2010 13:30;1973.100807487058
20.09.2010 13:45;2032.6655937530375
20.09.2010 14:00;2117.49842210041
20.09.2010 14:15;2003.549488154094
20.09.2010 14:30;1993.1389227346579
20.09.2010 14:45;2035.7268764808182
20.09.2010 15:00;2086.5344435101138
20.09.2010 15:15;2116.3981261007066
20.09.2010 15:30;2154.8386059104873
20.09.2010 15:45;2006.8758042583745
20.09.2010 16:00;2073.188293459662
20.09.2010 16:15;2060.228095014286
20.09.2010 16:30;1990.5966762663377
20.09.2010 16:45;2014.4073410924045
20.09.2010 17:00;2040.628371530045
20.09.2010 17:15;2174.0929544170535
20.09.2010 17:30;2088.9395334279307
20.09.2010 17:45;2189.61389221532
20.09.2010 18:00;2147.03298979642
20.09.2010 18:15;2172.3129158857214
20.09.2010 18:30;2126.0446443870787
20.09.2010 18:45;2318.697050248348
20.09.2010 19:00;2351.8629020222816
20.09.2010 19:15;2164.7056344778293
20.09.2010 19:30;2389.4039172910916
20.09.2010 19:45;2410.789976633912
20.09.2010 20:00;2236.2255819009606
20.09.2010 20:15;2457.039885771486
20.09.2010 20:30;2311.739910121428
20.09.2010 20:45;2388.4100950345414
20.09.2010 21:00;2385.2606989065544
20.09.2010 21:15;2542.635925630216
20.09.2010 21:30;2377.8665540485567
20.09.2010 21:45;2388.6111303860507
20.09.2010 22:00;2379.0820328148093
20.09.2010 22:15;2524.658800207326
20.09.2010 22:30;2334.021866533741
20.09.2010 22:45;2497.9969299503337
20.09.2010 23:00;2394.337657531612
20.09.2010 23:15;2459.5913598108136
20.09.2010 23:30;2420.682129433064
20.09.2010 23:45;2469.226684311475
