GlobalTime;Energy Total
20.09.2010 00:15;540.8
20.09.2010 00:30;486.4
20.09.2010 00:45;439.2
20.09.2010 01:00;399.2
20.09.2010 01:15;369.6
20.09.2010 01:30;348.8
20.09.2010 01:45;335.2
20.09.2010 02:00;326.4
20.09.2010 02:15;320.8
20.09.2010 02:30;316.8
20.09.2010 02:45;315.2
20.09.2010 03:00;312.8
20.09.2010 03:15;310.4
20.09.2010 03:30;308.8
20.09.2010 03:45;306.4
20.09.2010 04:00;306.4
20.09.2010 04:15;307.2
20.09.2010 04:30;310.4
20.09.2010 04:45;314.4
20.09.2010 05:00;320.0
20.09.2010 05:15;327.2
20.09.2010 05:30;344.8
20.09.2010 05:45;381.6
20.09.2010 06:00;446.4
20.09.2010 06:15;544.0
20.09.2010 06:30;662.4
20.09.2010 06:45;784.0
20.09.2010 07:00;892.0
20.09.2010 07:15;972.8
20.09.2010 07:30;1028.0
20.09.2010 07:45;1061.6
20.09.2010 08:00;1078.4
20.09.2010 08:15;1083.2
20.09.2010 08:30;1078.4
20.09.2010 08:45;1064.8
20.09.2010 09:00;1045.6
20.09.2010 09:15;1021.6
20.09.2010 09:30;996.8
20.09.2010 09:45;972.0
20.09.2010 10:00;952.0
20.09.2010 10:15;938.4
20.09.2010 10:30;929.6
20.09.2010 10:45;925.6
20.09.2010 11:00;925.6
20.09.2010 11:15;928.8
20.09.2010 11:30;936.0
20.09.2010 11:45;949.6
20.09.2010 12:00;972.0
20.09.2010 12:15;1003.2
20.09.2010 12:30;1036.8
20.09.2010 12:45;1064.0
20.09.2010 13:00;1078.4
20.09.2010 13:15;1073.6
20.09.2010 13:30;1053.6
20.09.2010 13:45;1024.0
20.09.2010 14:00;992.0
20.09.2010 14:15;961.6
20.09.2010 14:30;934.4
20.09.2010 14:45;909.6
20.09.2010 15:00;885.6
20.09.2010 15:15;863.2
20.09.2010 15:30;844.0
20.09.2010 15:45;828.0
20.09.2010 16:00;819.2
20.09.2010 16:15;817.6
20.09.2010 16:30;825.6
20.09.2010 16:45;844.8
20.09.2010 17:00;879.2
20.09.2010 17:15;928.0
20.09.2010 17:30;989.6
20.09.2010 17:45;1060.8
20.09.2010 18:00;1138.4
20.09.2010 18:15;1219.2
20.09.2010 18:30;1297.6
20.09.2010 18:45;1369.6
20.09.2010 19:00;1431.2
20.09.2010 19:15;1477.6
20.09.2010 19:30;1505.6
20.09.2010 19:45;1511.2
20.09.2010 20:00;1491.2
20.09.2010 20:15;1445.6
20.09.2010 20:30;1381.6
20.09.2010 20:45;1311.2
20.09.2010 21:00;1244.8
20.09.2010 21:15;1191.2
20.09.2010 21:30;1147.2
20.09.2010 21:45;1107.2
20.09.2010 22:00;1065.6
20.09.2010 22:15;1017.6
20.09.2010 22:30;964.0
20.09.2010 22:45;906.4
20.09.2010 23:00;845.6
20.09.2010 23:15;784.0
20.09.2010 23:30;721.6
20.09.2010 23:45;660.0
